Row,Study,Data_Type,City,State,Country,Year,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_Ring_Diameter_m,SampleCode,Replicate,Ring,Plot,Temperature_Qualitative,Water_Qualitative,Precipitation_mm,Irrigation_mm,Total_Water_mm,Nitrogen_Application_Qualitative,Nitrogen_Application_Quantitative,Phosphorus_Application_Quantitative,Potassium_Application_Quantitative,Sowing_Timing_Qualitative,Sowing_Timing_Quantitative,Cultivar,CO2_Treatment,N_percent,P_percent,K_percent,Ca_percent,Mg_percent,Zn_ppm,Fe_ppm,S_ppm,B_ppm,Mn_ppm,Cu_ppm,Phy_Ext1_Precip1,Phy_Ext1_Precip2,Phy_Ext1_Avg,Phy_Ext2_Precip1,Phy_Ext2_Precip2,Phy_Ext2_Avg,Phy_Ext3_Precip1,Phy_Ext3_Precip2,Phy_Ext3_Avg,Phy_Grand_Avg
539,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,26,1,3,18,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Loda,eCO2,6.09,0.596,2.09,0.266,0.244,40.3,71.4,3070,47.3,28.2,12.9,3.75,3.73,3.74,3.91,4.25,4.08,NA,NA,NA,3.91
540,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,27,2,4,24,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Loda,aCO2,5.84,0.642,2.13,0.267,0.256,47.6,85.1,3090,54.2,31.6,16.1,4.29,4.44,4.36,4.23,4.75,4.49,NA,NA,NA,4.43
541,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,28,2,5,4,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Loda,eCO2,6,0.65,2.06,0.291,0.241,38.5,82.3,3070,46.4,23.9,12.9,4.30,4.97,4.64,4.40,4.79,4.59,NA,NA,NA,4.62
542,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,29,3,13,23,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Loda,aCO2,5.96,0.595,1.97,0.263,0.256,42.2,78,3150,51.6,38,14.8,3.34,3.65,3.50,4.08,4.03,4.05,NA,NA,NA,3.77
543,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,30,3,14,9,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Loda,eCO2,6.25,0.531,1.92,0.269,0.243,41.8,72.6,3120,41.2,33.7,14.2,2.74,2.93,2.84,3.03,3.20,3.11,NA,NA,NA,2.98
544,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,31,4,15,18,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Loda,eCO2,5.99,0.586,2.02,0.28,0.245,39.6,72.5,3050,48.4,31.6,13.1,3.36,3.85,3.61,3.73,4.15,3.94,NA,NA,NA,3.77
545,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,32,4,16,21,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Loda,aCO2,5.96,0.643,1.98,0.28,0.249,40.7,83.2,3080,39,31.2,13.4,4.66,4.79,4.72,4.56,4.89,4.73,NA,NA,NA,4.73
546,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,33,1,2,25,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,aCO2,6.2,0.652,1.94,0.346,0.253,39.3,79.8,3070,62,31.6,10.9,3.89,4.54,4.21,4.59,5.25,4.92,NA,NA,NA,4.57
547,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,34,1,3,9,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,eCO2,6.34,0.588,1.9,0.35,0.235,43,76.4,3020,47.2,31.9,13.4,3.33,3.76,3.55,3.85,3.52,3.68,NA,NA,NA,3.62
548,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,35,2,4,4,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,aCO2,5.93,0.675,2.05,0.365,0.251,54.4,81.8,3250,54.9,31.8,16.5,4.37,4.51,4.44,4.33,4.18,4.25,NA,NA,NA,4.35
549,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,36,2,5,18,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,eCO2,6.04,0.654,2,0.36,0.243,40.4,81.7,2990,48.3,25.8,12.7,4.12,4.49,4.30,4.35,4.58,4.46,NA,NA,NA,4.38
550,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,37,3,13,6,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,aCO2,6.01,0.609,1.96,0.346,0.243,43.4,74.8,2890,50.7,35.9,13.9,4.31,NA,4.31,4.33,4.50,4.42,NA,NA,NA,4.36
551,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,38,3,14,22,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,eCO2,6.24,0.568,1.86,0.351,0.242,44.7,69.3,2960,53.4,43.4,13.7,4.08,NA,4.08,3.85,4.18,4.01,NA,NA,NA,4.05
552,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,39,4,15,15,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,eCO2,6.22,0.568,1.86,0.343,0.231,42.6,77.3,2850,44.3,35.5,13.8,3.84,3.71,3.77,4.03,4.30,4.17,NA,NA,NA,3.97
553,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,40,4,16,9,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Pana,aCO2,6.48,0.59,1.85,0.404,0.265,45.9,81.5,3110,58.9,31.5,13.9,3.35,NA,3.35,3.82,3.93,3.87,NA,NA,NA,3.61
554,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,41,1,2,14,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,aCO2,6.38,0.627,2.08,0.237,0.246,36.3,84.9,3270,54.6,32.9,8.9,3.74,4.17,3.96,4.07,3.79,3.93,NA,NA,NA,3.94
555,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,42,1,3,25,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,eCO2,6.42,0.629,2.11,0.228,0.229,41,77.5,3200,49.4,30.9,11.7,4.23,NA,4.23,4.48,4.57,4.53,NA,NA,NA,4.38
556,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,43,2,4,22,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,aCO2,6.43,0.606,2.09,0.275,0.25,46,78.3,3200,45.3,33.1,11.7,3.88,NA,3.88,4.09,4.35,4.22,NA,NA,NA,4.05
557,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,44,2,5,17,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,eCO2,6.5,0.66,2.08,0.236,0.231,37.5,74.7,3160,44.4,26,10.4,4.10,4.46,4.28,4.17,4.29,4.23,NA,NA,NA,4.26
558,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,45,3,13,14,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,aCO2,6.18,0.591,2.03,0.262,0.238,38.3,71.7,3020,48.1,33.8,11.5,3.54,3.75,3.64,3.92,4.21,4.06,NA,NA,NA,3.85
559,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,46,3,14,18,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,eCO2,6.33,0.5,1.97,0.246,0.227,37.5,69.1,2860,46.6,38.7,10.6,3.35,3.46,3.41,3.44,3.49,3.46,NA,NA,NA,3.44
560,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,47,4,15,11,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,eCO2,6.49,0.534,1.99,0.253,0.222,34.2,69.3,2840,43.1,31.4,10.7,3.82,NA,3.82,4.10,4.27,4.19,NA,NA,NA,4.00
561,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,48,4,16,25,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Spencer,aCO2,6.68,0.649,1.99,0.266,0.242,40.4,79.7,3140,58.6,30.1,10.5,4.33,4.19,4.26,4.35,4.57,4.46,NA,NA,NA,4.36
562,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,49,1,2,9,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,aCO2,6.55,0.638,1.95,0.245,0.242,41.3,80,3280,86.5,29,11.9,4.31,4.58,4.44,4.30,4.45,4.38,NA,NA,NA,4.41
563,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,50,1,3,7,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,eCO2,6.47,0.574,1.91,0.267,0.231,40.6,76.6,3120,50.4,30.2,12.8,4.48,NA,4.48,3.96,4.13,4.04,NA,NA,NA,4.26
564,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,51,2,4,12,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,aCO2,6.29,0.622,2.04,0.274,0.249,50.4,79.7,3350,77.9,29.2,15.4,3.65,3.68,3.66,3.82,4.13,3.98,NA,NA,NA,3.82
565,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,52,2,5,6,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,eCO2,6.37,0.643,2.03,0.262,0.231,38.4,77.1,3170,59.5,25.4,12.8,3.71,3.76,3.73,4.12,4.46,4.29,NA,NA,NA,4.01
566,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,53,3,13,17,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,aCO2,6.34,0.587,1.99,0.247,0.219,38.4,71.5,3110,56.6,29.3,12.1,3.92,4.22,4.07,4.10,4.07,4.09,NA,NA,NA,4.08
567,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,54,3,14,3,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,eCO2,6.47,0.58,2.02,0.252,0.217,40.1,67.9,2980,56,32.8,13.1,3.82,NA,3.82,3.82,3.87,3.85,NA,NA,NA,3.83
568,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,55,4,15,22,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,eCO2,6.13,0.503,1.92,0.292,0.225,37.4,71.2,2760,51.3,34.6,12.2,3.43,2.90,3.16,3.34,3.57,3.45,NA,NA,NA,3.31
569,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2001,Soybean,550,548.6,370,20,56,4,16,6,Ambient,NA,NA,0,NA,Low,0,0,0,NA,5/27/01,Williams,aCO2,6.35,0.594,1.93,0.279,0.227,36.3,72.7,3110,50,27.9,11.2,4.15,4.14,4.15,4.04,4.12,4.08,NA,NA,NA,4.11
570,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,57,1,17,13,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,aCO2,6.71,0.601,2.04,0.291,0.224,39.6,72.6,3120,45.4,28,12.6,4.38,NA,4.38,4.19,4.22,4.20,NA,NA,NA,4.29
571,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,58,1,20,14,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,eCO2,6.84,0.596,2.02,0.261,0.205,38,71.7,2980,42.4,24.5,12.5,4.24,NA,4.24,3.99,3.93,3.96,NA,NA,NA,4.10
572,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,59,2,21,3,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,eCO2,6.62,0.582,2.09,0.282,0.237,37.6,75.5,3120,44.1,28.5,13.1,3.77,3.92,3.85,3.95,3.91,3.93,NA,NA,NA,3.89
573,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,60,2,24,19,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,aCO2,6.66,0.623,2.05,0.29,0.228,42.2,73.9,3040,42.5,24.2,14.7,3.29,4.13,3.71,4.08,4.25,4.17,NA,NA,NA,3.94
574,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,61,3,25,5,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,aCO2,6.93,0.558,2,0.271,0.237,39.6,79.3,3080,44.8,29.4,13.6,3.65,3.84,3.75,3.80,3.70,3.75,NA,NA,NA,3.75
575,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,62,3,28,14,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,eCO2,6.81,0.64,2.05,0.314,0.228,43,74.6,3120,39.5,26.2,15,4.20,4.49,4.35,4.74,4.82,4.78,NA,NA,NA,4.56
576,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,63,4,29,18,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,eCO2,6.4,0.579,2.03,0.288,0.221,35.9,73.5,3040,44,35.4,11.2,3.42,3.72,3.57,3.61,3.93,3.77,NA,NA,NA,3.67
577,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,64,4,32,15,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Clark,aCO2,6.48,0.604,2.02,0.314,0.223,43.7,72.4,3140,47.4,26.2,14.5,3.78,3.60,3.69,4.25,4.39,4.32,NA,NA,NA,4.01
578,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,65,1,17,14,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,aCO2,6.42,0.615,1.95,0.397,0.246,41,74.4,3090,43.2,30.2,14.2,3.68,NA,3.68,4.02,4.52,4.27,NA,NA,NA,3.98
579,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,66,1,20,13,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,eCO2,6.27,0.596,1.95,0.342,0.239,38.9,67.3,3000,45.1,27.4,14.4,3.92,4.14,4.03,3.85,3.98,3.91,NA,NA,NA,3.97
580,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,67,2,21,4,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,eCO2,6.25,0.597,1.95,0.316,0.23,39.9,72.7,2910,43.2,33.8,12.8,4.18,4.02,NA,4.47,4.60,4.53,NA,NA,NA,4.32
581,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,68,2,24,18,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,aCO2,6.42,0.62,1.89,0.383,0.244,43.8,72.5,3050,45.6,27.1,14.8,4.23,4.00,4.11,4.20,4.56,4.38,NA,NA,NA,4.25
582,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,69,3,25,4,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,aCO2,6.62,0.546,1.86,0.332,0.247,37.9,68.9,3060,42.7,33.3,13.2,3.34,3.56,3.45,3.85,3.87,3.86,NA,NA,NA,3.66
583,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,70,3,28,15,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,eCO2,6.32,0.644,2.01,0.36,0.238,40.7,68.5,3050,44.6,28.7,14.8,4.15,4.02,4.09,4.15,4.44,4.30,NA,NA,NA,4.19
584,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,71,4,29,20,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,eCO2,6.24,0.619,1.98,0.325,0.239,35.8,72.1,3050,42.5,34.7,12.6,3.78,3.77,3.78,3.95,4.39,4.17,NA,NA,NA,3.97
585,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,72,4,32,14,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Dwight,aCO2,5.74,0.627,1.89,0.43,0.242,45.3,73.4,2940,45.3,29.9,30.4,3.48,4.41,3.95,4.14,4.46,4.30,NA,NA,NA,4.12
586,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,73,1,17,3,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,aCO2,6.77,0.583,1.96,0.265,0.214,36,72.4,3350,41.3,25,12.5,4.03,3.74,3.89,4.26,4.25,4.25,NA,NA,NA,4.07
587,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,74,1,20,5,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,eCO2,6.64,0.55,1.9,0.26,0.198,33.8,64.8,3250,41,22.1,11.3,4.00,NA,4.00,3.57,3.65,3.61,NA,NA,NA,3.81
588,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,75,2,21,6,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,eCO2,6.64,0.56,1.9,0.251,0.204,36.5,76.6,3310,41.2,26.8,12.5,3.22,3.98,3.60,3.64,4.36,4.00,NA,NA,NA,3.80
589,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,76,2,24,10,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,aCO2,6.83,0.595,1.98,0.26,0.21,37.1,72.1,3360,38.3,23.4,13.1,3.72,4.14,3.93,4.12,4.17,4.14,NA,NA,NA,4.04
590,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,77,3,25,7,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,aCO2,6.92,0.465,1.89,0.257,0.196,34.3,74.9,3140,37.9,28.6,11.3,2.83,3.17,3.00,2.74,2.84,2.79,NA,NA,NA,2.90
591,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,78,3,28,17,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,eCO2,6.67,0.617,2,0.242,0.206,36.3,63.7,3340,38.1,21.5,12.7,3.85,4.22,4.03,4.30,4.72,4.51,NA,NA,NA,4.27
592,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,79,4,29,12,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,eCO2,6.64,0.573,1.91,0.258,0.199,30.8,69.1,3200,39.9,25.3,9.3,3.42,3.63,3.53,3.91,4.15,4.03,NA,NA,NA,3.78
593,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,80,4,32,20,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Flyer,aCO2,6.85,0.605,1.93,0.273,0.199,37.8,66,3370,42.5,24.7,12.9,3.76,3.94,3.85,4.15,4.75,4.45,NA,NA,NA,4.15
594,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,81,1,17,15,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,aCO2,6.54,0.622,1.97,0.314,0.247,39.7,88.2,3250,37.6,27.3,14,4.38,4.38,4.38,4.32,4.70,4.51,NA,NA,NA,4.45
595,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,82,1,20,15,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,eCO2,6.22,0.611,1.94,0.284,0.235,38.6,74.3,2990,36.2,24,14.1,4.17,4.43,4.30,4.33,4.49,4.41,NA,NA,NA,4.35
596,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,83,2,21,5,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,eCO2,6.17,0.57,1.95,0.269,0.234,37.3,74.2,3040,37,29.2,13.5,3.97,NA,3.97,4.03,4.53,4.28,NA,NA,NA,4.13
597,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,84,2,24,20,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,aCO2,6.25,0.647,1.99,0.272,0.243,41.2,77.4,3130,35.8,23.7,15.2,4.54,NA,4.54,4.28,4.74,4.51,NA,NA,NA,4.52
598,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,85,3,25,3,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,aCO2,6.33,0.537,1.88,0.289,0.236,41.6,83,3160,38.6,31.3,14,3.94,NA,3.94,3.50,4.02,3.76,NA,NA,NA,3.85
599,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,86,3,28,16,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,eCO2,6.14,0.632,1.98,0.28,0.237,39.7,75.6,3040,36.7,23.7,15.3,4.37,4.70,4.53,4.58,4.10,4.34,NA,NA,NA,4.44
600,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,87,4,29,19,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,eCO2,6.26,0.634,1.98,0.277,0.238,36.9,78.7,3090,36.2,31.9,12.7,4.80,NA,4.80,4.41,4.64,4.52,NA,NA,NA,4.66
601,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,88,4,32,16,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Loda,aCO2,6.18,0.631,1.87,0.309,0.232,42.3,80.1,3110,37.5,26,14.3,4.09,4.63,4.36,4.21,4.57,4.39,NA,NA,NA,4.38
602,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,89,1,17,12,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,aCO2,6.25,0.614,1.98,0.367,0.231,41.6,79.6,3010,43.5,29.3,15.7,4.39,4.91,4.65,4.63,4.60,4.62,NA,NA,NA,4.63
603,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,90,1,20,10,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,eCO2,6.18,0.576,1.91,0.343,0.213,40.1,75.7,2880,41,25.7,14.8,3.89,4.38,4.14,4.31,4.47,4.39,NA,NA,NA,4.26
604,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,91,2,21,20,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,eCO2,6.32,0.566,1.89,0.324,0.22,37.8,74.9,2990,42.3,30.7,12.7,4.01,3.56,3.79,4.19,4.17,4.18,NA,NA,NA,3.99
605,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,92,2,24,3,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,aCO2,6.19,0.651,1.95,0.369,0.225,44.5,76.1,3070,43.1,25.3,16.3,4.52,4.55,4.54,4.68,4.83,4.76,NA,NA,NA,4.65
606,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,93,3,25,19,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,aCO2,6.14,0.527,1.83,0.354,0.227,41.1,77.3,2880,42.8,34.5,15.3,3.51,3.44,3.47,3.65,3.95,3.80,NA,NA,NA,3.64
607,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,94,3,28,12,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,eCO2,6.03,0.651,1.96,0.348,0.226,42,68.3,2870,41.2,25.9,15.6,4.46,4.35,4.41,4.48,4.52,4.50,NA,NA,NA,4.45
608,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,95,4,29,6,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,eCO2,6.15,0.579,1.9,0.331,0.226,33.5,77.5,2870,38.8,33.4,11.6,3.46,3.53,3.49,3.68,3.93,3.80,NA,NA,NA,3.65
609,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,96,4,32,9,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Pana,aCO2,5.84,0.624,1.84,0.358,0.23,41.6,72.5,2770,41.1,27.1,14.6,3.88,4.47,4.17,4.18,4.37,4.27,NA,NA,NA,4.22
610,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,97,1,17,4,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Spencer,aCO2,6.65,0.641,2.13,0.234,0.222,39.7,79.1,3310,45.7,25.8,13.2,3.76,4.31,4.03,4.02,4.45,4.23,NA,NA,NA,4.13
611,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,98,1,20,4,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Spencer,eCO2,6.54,0.597,1.96,0.22,0.205,36.8,65.9,3090,41.5,23.2,12.3,4.16,3.91,4.04,3.92,4.17,4.05,NA,NA,NA,4.04
612,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,99,2,21,7,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Spencer,eCO2,6.6,0.588,2.04,0.208,0.212,38.4,71.4,3050,38.3,29.3,12,3.18,4.21,3.70,3.66,3.74,3.70,NA,NA,NA,3.70
613,SoyFACE_Soy,RawData,Champaign,Illinois,USA,2002,Soybean,550,551.8,370,20,100,2,24,11,Ambient,NA,363.1,0,363.1,Low,0,0,0,NA,6/1/02,Spencer,aCO2,6.68,0.663,2.06,0.214,0.218,40,72.3,3260,41.9,25.9,13.3,4.40,5.77,5.08,4.59,4.50,4.55,NA,NA,NA,4.82
